,Tweets
10253,@SenTedCruz Oh no you did not just say that....”tHe CiTiZenS oF PaRiS” 💀💀  you dumbass it’s called “ the Paris climate agreement “ because that’s where it was SIGNED.  The Parisians after this tweet : 👁👄👁
10254,"It's only a Paris Climate Agreement if it's signed in the Parisian region of France. 

Otherwise it's named for the city or region it's signed in. 

(It's unlikely to EVER be a sparkling climate agreement, as it's generally opposed to carbonation.) https://t.co/cwULQcrfQy"
10255,"#TedCruz che crede che l'Accordo di Parigi sia mirato a tutelare il clima di Parigi mi ricorda la me di 7 anni indignata per il salame di Felino 🐱
#ParisAgreement #21gennaio #ParisClimateAgreement #Biden #AmericaFirst https://t.co/zd6dSGiAG1"
10256,Biden letter rejoining Paris climate agreement! https://t.co/zszxYZdK7h
10257,"Me: Wow. The air feels fresher already. 

Friend: That Paris Climate Agreement is already working."
10258,@tedcruz @Sethrogen You had to delete the tweet he was responding to where you stupidly thought the Paris Climate Agreement meant that it was for the people of France.  If people are being blunt with you it's because your idiocy is intolerable and people expect more from you.
10259,"@SenTedCruz Ted, Ted, Ted - google the Paris Climate Agreement and try again.
Or maybe sober up first?"
10260,"Back in W.H.O.
Back in Paris Climate Agreement
Stopped evictions and foreclosures
Stopped the Muslim travel ban
Stopped the ""building"" of the ""wall""
Stopped the Keystone Pipeline
Extended DACA
Extended student loan deferrals

In less than 24 hours.
#PresidentBiden https://t.co/unyFoM76GK"
10261,"Groups lobbied &amp; advised Obama administration on joining the Paris Climate Agreement without disclosing their close ties to communist government in Beijing🇨🇳

Obama found a way to bypass the U.S. Senate and join the agreement through executive action💥 https://t.co/MxAWTMHDbo"
10262,Senator Cruz went to Harvard Law School— imagine attending one of the top schools in the country and still thinking the Paris Climate Agreement is about Paris. https://t.co/qHN2weZQ0p
10263,"@tedcruz is SO dumb he thinks the Paris Climate Agreement is about the people of Paris! On top of that, he's still peddling the big lie, and still sucking up to the man who insulted his wife. Amazing. Oh, and did I mention he's a seditious traitor."
10264,AOC lays into SCUMBAG Ted Cruz after his misleading tweet on Paris Climate Agreement. -  https://t.co/eFM3DMqWfu
10265,Why does the zodiac killer care about the Paris climate agreement? https://t.co/aVU0b85GKv
10266,@SenTedCruz Why do you think the Paris climate agreement only effects the people of Paris? 😂
10267,The USA rejoining the Paris Climate Agreement: https://t.co/0RkaTM7NUN
10268,@SenTedCruz This is a joke right? You’re not stupid enough to think the Paris climate agreement is about Paris are you?
10269,@SenTedCruz How are you a senator? Regardless of you thoughts on climate change how could you possibly hold your job and not know what the freaking Paris Climate Agreement is???
10270,What is the Paris climate agreement and why is the US rejoining? https://t.co/75AjXDVDZ8 https://t.co/OzvMOfoq0q
10271,"This is in response to Ted Cruz' completely ignorant comment 
that the US should not re-join the Paris (climate) Agreement, but instead focus on Pittsburgh.

THE MAN IS A CLUELESS MORON https://t.co/E5jppVaEdm"
10272,"Jan 21 2021:

Biden inaugurated as 46th POTUS. Trump flies to Florida and Melania looks over it.

Biden signs EO to rejoin the Paris Climate Agreement.

Thai royalists launch political party to protect monarchy.

Daily Covid death stats soar again in UK as the lockdown kicks in. https://t.co/qgdl6hvPO8"
10273,Cruz Roasted For Tweet That Appears To Reveal His Ignorance About The Paris Climate Agreement https://t.co/njNJrVkIC8 via @TPM
10274,"America is back to the Paris climate agreement! Hope Mr. President will pay heed to science and take immediate climate action! 

Thank you, take love &amp; respect from Bangladesh.

#ParisAgreement #Biden
#NoMoreEmptyPromises
#FightFor1Point5 
#SaveFutureBangladesh
#ClimateEmergency https://t.co/XMGDMlgPlg"
10275,You mean Paris Texas? Yup green energy is the way to go. #ParisClimateAgreement https://t.co/uYdJ9EpoCh
10276,"First Day of Joe Biden's Presidency 

1. USA rejoined the Paris Climate Agreement 
2. Ban on travelers from 7 Muslim countries removed 
3. Construction of Mexico Border Wall stopped
4. USA rejoins World Health Organization
5. Polluting Keystone Oil Pipeline project stopped"
10277,you trying to read what the Paris Climate agreement ACTUALLY stands for. https://t.co/IC9L39SLyq https://t.co/zxcP2qFb64
10278,The U.S. is back in the Paris Climate Agreement! -https://t.co/lfgLs7DIQz
10279,"Awesome day 1 “According to the National Economic Research Associates, if we met all of our commitments as a part of the Paris climate agreement, it would cost the American economy $3trillion &amp; 6.5 million industrial sector jobs by 2040.” https://t.co/9RVHwht6mJ"
10280,@JohnyTwoTimes13 @BbqBeers @firstsacker @jeneps Except the Paris Climate agreement is meant to ensure their is a habitable Earth in the future. Which I am pretty sure the USA is a part of. The UN is meant to be a forum to limit the amount of wars (limit not stop). The WHO is to help the 3rd world and to help in a Pandemic.
10281,"The beginning of a new era...
#JoeBiden #ParisClimateAgreement #ClimateAction #racialjustice #COVID19 #USA https://t.co/aBdQQpfkH0"
10282,Ted Cruz thinks the Paris Climate Agreement is about Paris... https://t.co/Zyg8FGLmVY
10283,"@AliceFromQueens @scottjshapiro Yes Ted, because we all know that the Paris Climate Agreement applies only to ... well, Paris... since that's where it's held, right? Would you support a ""Dripping Springs, Texas"" Climate Agreement? How bout that? @tedcruz"
10284,"@AOC @SenTedCruz Do you even know what the Paris Climate Agreement is all about? Paris and Pittsburgh are on the same planet. What is a problem for one spot in our world affects us all. 
Perhaps you need a science lesson."
10285,"For the benefit of @tedcruz 
The Paris climate agreement was signed in Paris France 
 it is NOT just for Paris !
#ClimateAction https://t.co/OjnI3UAm5d"
10286,"Can you imagine being so stupid you think the Paris Climate Agreement solely focused on Paris? 

Yeah, really sucks to be @tedcruz today. 

Between this and Tuberville not knowing the branches of government, we need a basic intelligence tests for future lawmakers."
10287,"@SenTedCruz .@Princeton and @Harvard should definitely consider rescinding the degrees they once conferred on @tedcruz. He continues to show he is undeserving in so many respects, including his cowardice, lying and ignorance.  #parisclimateaccords #ParisClimateAgreement"
10288,@SenTedCruz It was named Paris Climate Agreement because that is where the World Leaders gathered and developed the agreement. I am surprised you did not know that or are you just lying to your constituents about the origins.
10289,@darkxphoenix4 He's glad the US is back in the Paris Climate Agreement.
10290,"@RichardEngel I surely can believe Cruz is so stupid that he , didn’t know why it’s called the Paris climate agreement, anytime you let someone talk about your wife and family like a dog then turn around and kiss their butt"
10291,This raging fool really thinks the Paris Climate Agreement is just for Paris. Sweet Jesus. https://t.co/DJkcgzmJFI
10292,"As we all know, the Paris Climate Agreement only concerns the citizens of Paris.. https://t.co/md6t76MUX0"
10293,@SenTedCruz are you sure you know why it's called the Paris Climate Agreement?
10294,"@SenTedCruz Get ready Teddy. You may just discover, that you helped INCITE a riot a couple weeks back. Perhaps you and Hawley, or maybe you and Trump could be cell mates. Maybe that would give you some downtime to get an education or read up on the Paris Climate Agreement. DUH!!!"
10295,"@SenTedCruz You and the people stupid enough to support you don't know why it's called the Paris Climate Agreement, do you?"
10296,"@SenTedCruz Shut up. Besides the fact that you clearly don’t understand what the Paris climate agreement is about, the people of Pittsburgh don’t want to even think that our city is ever on your mind. #TraitorCruz"
10297,"Delighted that @POTUS has rejoined the #ParisClimateAgreement. 

Reducing carbon emissions is imperative for our future. @elonmusk, we know that electric cars are the wave of the future. How far into the future will it be before we see solar powered vehicles?

 #solarenergy"
10298,"@Yamiche Stop Keystone XL,End Racials Apartheid,Is Mandatory the Mask For #COVID19,Rejont in Paris Climate Agreement,Abolish The Shame:The Building Wall,End Racials Intollerance:Revoke Muslim And Refugees:Racism and Apartheid,Stop Ban Muslim And Refugees Not Not Welcome(Shame!) #JoeBiden"
10299,Someone mention the Holy Roman Empire to Ted Cruz. That'll really blow his mind! @SenTedCruz #TedCruz #TedCruzEatsBoogers #ParisClimateAgreement #HRE #HolyRomanEmpire #History
10300,"You do realize that it's called the Paris Climate Agreement because that's where all of the nations got together and signed it, right? Just like how the Geneva Convention is named after the city in Switzerland, and not citizens of the city. You utter fucking idiot. https://t.co/IjYkGFl64j"
10301,@SenTedCruz Are you really more interested in spreading propaganda than acknowledging this is the only planet we have? Also the Paris Climate Agreement is a global agreement to reduce the effects of climate change from greenhouse gasses. Its an agreement of something like 120 countries
10302,"@GaryGarrett34 @funder @SenTedCruz A Trumper telling others not to be rude? Ted Cruz is an idiot and a criminal. The Paris climate agreement isnt about Paris, you fools! It's about creating a global economy that also protects our planet and keeps it safe for generations to come."
10303,@FCDOGovUK @StateDept @WhiteHouse @COP26 Paris climate agreement is a way of stealing tax payers money . But ok. Yet again making bad decisions.
10304,".@Princeton and @Harvard should definitely consider rescinding the degrees they once conferred on @tedcruz. He continues to show he is undeserving in so many respects, including his cowardice, lying and ignorance.  #parisclimateaccords #ParisClimateAgreement https://t.co/CrvEfsMawq"
10305,"Canceling keystone XL and rejoining the Paris Climate Agreement are good, but tbh that’s the bare minimum. It’s on-the-ground regular people that got our politicians to make it happen. Keep the momentum."
10306,@SenTedCruz Message for @SenTedCruz ⬇️ #ParisClimateAgreement https://t.co/1WTFte1gfY
10307,Somebody needs to tell this guy he can stop lying now. It was the Obama administration that understands what the Paris Climate Agreement really means. The GOP got rid of it because it was an Obama success. https://t.co/08qAERjAFf
